Address,City,Email,Name,Phone,State,Zip,MD_Prefix1,MD_FirstName1,MD_MiddleName1,MD_LastName1,MD_Suffix1,MD_Gender1,MD_Prefix2,MD_FirstName2,MD_MiddleName2,MD_LastName2,MD_Suffix2,MD_Gender2,MD_Salutation,MD_Address,MD_Address2,MD_Suite,MD_Urbanization,MD_City,MD_State,MD_Zip,MD_Plus4,MD_DPAndCheckDigit,MD_PrivateMailbox,MD_Country,MD_CMRA,MD_ElotNumber,MD_ElotOrder,MD_DeliveryIndication,MD_AddressType,MD_AddressTypeDesc,MD_ZipType,MD_CRRT,MD_CityAbbrev,MD_District,MD_AddrRange,MD_AddrPreDir,MD_AddrName,MD_AddrSuffix,MD_AddrPostDir,MD_AddrSuiteName,MD_AddrSuiteRange,MD_AddrPMBName,MD_AddrPMBRange,MD_AddrRouteService,MD_AddrLockBox,MD_AddrDeliveryInstallation,MD_AddrExtraInformation,MD_AddrCountyName,MD_AddrCountyFips,MD_AddrTimezone,MD_AddrTimezoneCode,MD_AddressKey,MD_GeoCounty,MD_GeoCountyFIPS,MD_PlaceCode,MD_PlaceName,MD_TimeZone,MD_TZCode,MD_Latitude,MD_Longitude,MD_CBSACode,MD_CBSALevel,MD_CBSATitle,MD_CBSADivisionCode,MD_CBSADivisionLevel,MD_CBSADivisionTitle,MD_CensusBlock,MD_CensusTract,MD_Phone,MD_PhoneCity,MD_PhoneState,MD_PhoneCountry,MD_PhoneTimeZone,MD_PhoneTZCode,MD_AreaCode,MD_PhonePrefix,MD_PhoneSuffix,MD_PhoneExtension,MD_PhoneCounty,MD_PhoneCountyFips,MD_EmailBox,MD_EmailTopLevel,MD_EmailTopLevelDesc,MD_EmailDomain,MD_EmailAddress,MD_Results
5217 Kapok Dr  ,New Prt Rchy ,punkerprincess_15@thomascustomcomputers.com, Mike               ,9168781284  ,FL,34652          ,                    ,                                   ,                    ,Mike                               ,                    ,U,                    ,                                   ,                    ,                                   ,                    , ,Dear Valued Customer:                             ,5217 Kapok Dr                                     ,                                                  ,                    ,               ,New Prt Rchy                       ,FL             ,34652     ,4610,171,               ,US        , ,    , ,                    ,S,Street                        , ,C084,New Prt Rchy ,12,5217      ,     ,Kapok                                   ,Dr        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,34652461017,Pasco                    ,12101,1248500,New Port Richey                                             ,Eastern Time        ,05,28.229488   ,-82.727981  ,45300,Metropolitan Statistical Area      ,"Tampa-St. Petersburg-Clearwater, FL                    ",     ,                                   ,                                                       ,2022,030800,(916) 878-1284                ,Roseville                   ,CA,US,Pacific Time        ,08,916,878,1284,              ,                         ,     ,punkerprincess_15        ,com       ,Commercial                                        ,thomascustomcomputers                             ,punkerprincess_15@thomascustomcomputers.com                                ,"AS01,EE03,ES02,GS05,NS01,NS06,PS02,PS07                                                             "
8614 Tuxford   ,San Antonio  ,punkerpunk919@cfl.rr.com                   , Beatrice Waters    ,9168781284  ,TX,78239          ,                    ,Beatrice                           ,                    ,Waters                             ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Waters:                                  ,8614 Tuxford                                      ,                                                  ,                    ,               ,San Antonio                        ,TX             ,78239     ,2935,147,               ,US        , ,    , ,                    ,S,Street                        , ,C066,San Antonio  ,28,8614      ,     ,Tuxford                                 ,          ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,78239293514,Bexar                    ,48029,       ,                                                            ,Central Time        ,06,29.518628   ,-98.352397  ,41700,Metropolitan Statistical Area      ,"San Antonio-New Braunfels, TX                          ",     ,                                   ,                                                       ,4000,121507,(916) 878-1284                ,Roseville                   ,CA,US,Pacific Time        ,08,916,878,1284,              ,                         ,     ,punkerpunk919            ,com       ,Commercial                                        ,cfl.rr                                            ,punkerpunk919@cfl.rr.com                                                   ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS07                                                             "
70 Hartford St ,Natick       ,punkerrace@hotmail.com                     , isreal imler       ,9166449944  ,MA,1760           ,                    ,Isreal                             ,                    ,Imler                              ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Imler:                                   ,70 Hartford St                                    ,                                                  ,                    ,               ,Natick                             ,MA             ,01760     ,2424,707,               ,US        , ,    , ,                    ,S,Street                        , ,C014,Natick       ,05,70        ,     ,Hartford                                ,St        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,01760242470,Middlesex                ,25017,       ,                                                            ,Eastern Time        ,05,42.293440   ,-71.383936  ,14460,Metropolitan Statistical Area      ,"Boston-Cambridge-Newton, MA-NH                         ",15764,Metropolitan Statistical Area      ,"Cambridge-Newton-Framingham, MA                        ",4001,382602,(916) 644-9944                ,Lincoln                     ,CA,US,Pacific Time        ,08,916,644,9944,              ,                         ,     ,punkerrace               ,com       ,Commercial                                        ,hotmail                                           ,punkerrace@hotmail.com                                                     ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
5018 Saul St   ,Philadelphia ,punkerrck@yahoo.com                        , Marcy l Molz       ,9166449944  ,PA,19124          ,                    ,Marcy                              ,L                   ,Molz                               ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Molz:                                    ,5018 Saul St                                      ,                                                  ,                    ,               ,Philadelphia                       ,PA             ,19124     ,2636,187,               ,US        , ,    , ,                    ,S,Street                        , ,C032,Philadelphia ,01,5018      ,     ,Saul                                    ,St        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,19124263618,Philadelphia             ,42101,4260000,Philadelphia                                                ,Eastern Time        ,05,40.022630   ,-75.083230  ,37980,Metropolitan Statistical Area      ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD            ",37964,Metropolitan Statistical Area      ,"Philadelphia, PA                                       ",1012,030200,(916) 644-9944                ,Lincoln                     ,CA,US,Pacific Time        ,08,916,644,9944,              ,                         ,     ,punkerrck                ,com       ,Commercial                                        ,yahoo                                             ,punkerrck@yahoo.com                                                        ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
4665 1/2 Meade ,San Diego    ,punkerrocker40@waters.com                  , Marcella Briones   ,9164220907  ,CA,92115          ,                    ,Marcella                           ,                    ,Briones                            ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Briones:                                 ,4665 1/2 Meade Ave                                ,                                                  ,                    ,               ,San Diego                          ,CA             ,92115     ,4406,657,               ,US        , ,    , ,                    ,S,Street                        , ,C033,San Diego    ,53,4665 1/2  ,     ,Meade                                   ,Ave       ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,92115440665,San Diego                ,06073,0666000,San Diego                                                   ,Pacific Time        ,08,32.756868   ,-117.093424 ,41740,Metropolitan Statistical Area      ,"San Diego-Carlsbad, CA                                 ",     ,                                   ,                                                       ,2003,002301,(916) 422-0907                ,Sacramento                  ,CA,US,Pacific Time        ,08,916,422,0907,              ,                         ,     ,punkerrocker40           ,com       ,Commercial                                        ,waters                                            ,punkerrocker40@waters.com                                                  ,"AS01,ES01,GS06,NS01,NS05,NS06,PS02,PS08                                                             "
416 Pelham Rd  ,New Rochelle ,punkers_33089@yahoo.com                    , Kiana Mira         ,9164220907  ,NY,10805          ,                    ,Kiana                              ,                    ,Mira                               ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Mira:                                    ,416 Pelham Rd                                     ,                                                  ,                    ,               ,New Rochelle                       ,NY             ,10805     ,1804,166,               ,US        , ,    , ,                    ,S,Street                        , ,C054,New Rochelle ,16,416       ,     ,Pelham                                  ,Rd        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,10805180416,Westchester              ,36119,3650617,New Rochelle                                                ,Eastern Time        ,05,40.895971   ,-73.779046  ,35620,Metropolitan Statistical Area      ,"New York-Newark-Jersey City, NY-NJ-PA                  ",35614,Metropolitan Statistical Area      ,"New York-Jersey City-White Plains, NY-NJ               ",1009,005702,(916) 422-0907                ,Sacramento                  ,CA,US,Pacific Time        ,08,916,422,0907,              ,                         ,     ,punkers_33089            ,com       ,Commercial                                        ,yahoo                                             ,punkers_33089@yahoo.com                                                    ,"AS01,ES01,GS06,NS01,NS05,NS06,PS02,PS08                                                             "
125 Atlantic St,Washington   ,punkers70@msn.com                          , Mira Hanna         ,9169848780  ,DC,20032          ,                    ,Mira                               ,                    ,Hanna                              ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Hanna:                                   ,125 Atlantic St SE                                ,                                                  ,                    ,               ,Washington                         ,DC             ,20032     ,3035,255,               ,US        , ,    , ,                    ,S,Street                        , ,C065,Washington   ,01,125       ,     ,Atlantic                                ,St        ,SE   ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,20032303525,District Of Columbia     ,11001,1150000,Washington                                                  ,Eastern Time        ,05,38.830760   ,-77.004640  ,47900,Metropolitan Statistical Area      ,"Washington-Arlington-Alexandria, DC-VA-MD-WV           ",47894,Metropolitan Statistical Area      ,"Washington-Arlington-Alexandria, DC-VA-MD-WV           ",1005,009810,(916) 984-8780                ,Folsom                      ,CA,US,Pacific Time        ,08,916,984,8780,              ,                         ,     ,punkers70                ,com       ,Commercial                                        ,msn                                               ,punkers70@msn.com                                                          ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
200 Pine St    ,Elm City     ,punkers78@yahoo.com                        , gail didericksen   ,9169848780  ,NC,27822          ,                    ,Gail                               ,                    ,Didericksen                        ,                    ,N,                    ,                                   ,                    ,                                   ,                    , ,Dear Gail:                                        ,200 Pine St                                       ,                                                  ,                    ,               ,Elm City                           ,NC             ,27822     ,9258,005,               ,US        , ,    , ,                    ,S,Street                        , ,R095,Elm City     ,13,200       ,     ,Pine                                    ,St        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,27822925800,Wilson                   ,37195,3720980,Elm City                                                    ,Eastern Time        ,05,35.809380   ,-77.869570  ,48980,Micropolitan Statistical Area      ,"Wilson, NC                                             ",     ,                                   ,                                                       ,4045,001300,(916) 984-8780                ,Folsom                      ,CA,US,Pacific Time        ,08,916,984,8780,              ,                         ,     ,punkers78                ,com       ,Commercial                                        ,yahoo                                             ,punkers78@yahoo.com                                                        ,"AS01,ES01,GS05,NS01,NS05,PS02,PS08                                                                  "
6210 Brittany C,Gurnee       ,punkersize@yahoo.com                       , mike johnson       ,9163929264  ,IL,60031          ,                    ,Mike                               ,                    ,Johnson                            ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Johnson:                                 ,6210 Brittany Ct                                  ,                                                  ,                    ,               ,Gurnee                             ,IL             ,60031     ,2490,104,               ,US        , ,    , ,                    ,S,Street                        , ,R004,Gurnee       ,14,6210      ,     ,Brittany                                ,Ct        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,60031249010,Lake                     ,17097,1732018,Gurnee                                                      ,Central Time        ,06,42.364933   ,-87.956560  ,16980,Metropolitan Statistical Area      ,"Chicago-Naperville-Elgin, IL-IN-WI                     ",29404,Metropolitan Statistical Area      ,"Lake County-Kenosha County, IL-WI                      ",2059,861603,(916) 392-9264                ,Sacramento                  ,CA,US,Pacific Time        ,08,916,392,9264,              ,                         ,     ,punkersize               ,com       ,Commercial                                        ,yahoo                                             ,punkersize@yahoo.com                                                       ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
685 Rockfish Rd,Raeford      ,punkin@aol.com                             , bruce grosclaude   ,9169278844  ,NC,28376          ,                    ,Bruce                              ,                    ,Grosclaude                         ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Grosclaude:                              ,685 Rockfish Rd                                   ,                                                  ,                    ,               ,Raeford                            ,NC             ,28376     ,8584,856,               ,US        , ,    , ,                    ,S,Street                        , ,R017,Raeford      ,02,685       ,     ,Rockfish                                ,Rd        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,28376858485,Hoke                     ,37093,       ,                                                            ,Eastern Time        ,05,34.985262   ,-79.179689  ,22180,Metropolitan Statistical Area      ,"Fayetteville, NC                                       ",     ,                                   ,                                                       ,1041,970102,(916) 927-8844                ,Sacramento                  ,CA,US,Pacific Time        ,08,916,927,8844,              ,                         ,     ,punkin                   ,com       ,Commercial                                        ,aol                                               ,punkin@aol.com                                                             ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
1330 S 5Th St  ,Fresno       ,punkin@earthlink.net                       , terrell coby       ,9169278844  ,CA,93702          ,                    ,Coby                               ,                    ,Terrell                            ,                    ,N,                    ,                                   ,                    ,                                   ,                    , ,Dear Coby:                                        ,1330 S 5th St                                     ,                                                  ,                    ,               ,Fresno                             ,CA             ,93702     ,4004,308,               ,US        , ,    , ,                    ,S,Street                        , ,C020,Fresno       ,16,1330      ,S    ,5th                                     ,St        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,93702400430,Fresno                   ,06019,0627000,Fresno                                                      ,Pacific Time        ,08,36.728959   ,-119.766066 ,23420,Metropolitan Statistical Area      ,"Fresno, CA                                             ",     ,                                   ,                                                       ,1019,000400,(916) 927-8844                ,Sacramento                  ,CA,US,Pacific Time        ,08,916,927,8844,              ,                         ,     ,punkin                   ,net       ,Network                                           ,earthlink                                         ,punkin@earthlink.net                                                       ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
1120 Booth Ct S,Marietta     ,punkin@gte.net                             , Mariel Nicolas     ,9169270518  ,GA,30008          ,                    ,Mariel                             ,                    ,Nicolas                            ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Nicolas:                                 ,1120 Booth Ct SW                                  ,                                                  ,                    ,               ,Marietta                           ,GA             ,30008     ,3291,202,               ,US        , ,    , ,                    ,S,Street                        , ,C076,Marietta     ,11,1120      ,     ,Booth                                   ,Ct        ,SW   ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,30008329120,Cobb                     ,13067,       ,                                                            ,Eastern Time        ,05,33.925060   ,-84.558350  ,12060,Metropolitan Statistical Area      ,"Atlanta-Sandy Springs-Roswell, GA                      ",     ,                                   ,                                                       ,1018,030904,(916) 927-0518                ,Sacramento                  ,CA,US,Pacific Time        ,08,916,927,0518,              ,                         ,     ,punkin                   ,net       ,Network                                           ,gte                                               ,punkin@gte.net                                                             ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
9500 Wade Park ,Cleveland    ,punkin@tds.net                             , mira               ,9169270518  ,OH,44106          ,                    ,                                   ,                    ,Mira                               ,                    ,U,                    ,                                   ,                    ,                                   ,                    , ,Dear Valued Customer:                             ,9500 Wade Park Ave                                ,                                                  ,Apt 211             ,               ,Cleveland                          ,OH             ,44106     ,4038,613,               ,US        , ,    , ,                    ,H,Highrise                      , ,C010,Cleveland    ,11,9500      ,     ,Wade Park                               ,Ave       ,     ,Apt       ,211       ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,44106403861,Cuyahoga                 ,39035,3916000,Cleveland                                                   ,Eastern Time        ,05,41.515510   ,-81.620410  ,17460,Metropolitan Statistical Area      ,"Cleveland-Elyria, OH                                   ",     ,                                   ,                                                       ,2001,118602,(916) 927-0518                ,Sacramento                  ,CA,US,Pacific Time        ,08,916,927,0518,              ,                         ,     ,punkin                   ,net       ,Network                                           ,tds                                               ,punkin@tds.net                                                             ,"AS01,ES01,GS05,NS01,NS06,PS02,PS08                                                                  "
604 S Oakland A,Carbondale   ,pyrozell@yahoo.com                         , marisa mcwilliams  ,9168727542  ,IL,62901          ,                    ,Marisa                             ,                    ,McWilliams                         ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. McWilliams:                              ,604 S Oakland Ave                                 ,                                                  ,Apt 10              ,               ,Carbondale                         ,IL             ,62901     ,2568,100,               ,US        , ,    , ,                    ,H,Highrise                      , ,C018,Carbondale   ,12,604       ,S    ,Oakland                                 ,Ave       ,     ,Apt       ,10        ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,62901256810,Jackson                  ,17077,1711163,Carbondale                                                  ,Central Time        ,06,37.721145   ,-89.228013  ,16060,Metropolitan Statistical Area      ,"Carbondale-Marion, IL                                  ",     ,                                   ,                                                       ,5008,011000,(916) 872-7542                ,Roseville                   ,CA,US,Pacific Time        ,08,916,872,7542,              ,                         ,     ,pyrozell                 ,com       ,Commercial                                        ,yahoo                                             ,pyrozell@yahoo.com                                                         ,"AS01,ES01,GS06,NS01,NS05,NS06,PS02,PS07                                                             "
1355 Park Ave S,Alameda      ,pyrozippo@hotmail.com                      , Mitchell Anne e.   ,9168727542  ,CA,94501          ,                    ,Anne                               ,E.                  ,Mitchell                           ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Mitchell:                                ,1355 Park Ave                                     ,                                                  ,Ste C               ,               ,Alameda                            ,CA             ,94501     ,4511,550,               ,US        , ,    , ,                    ,S,Street                        , ,C016,Alameda      ,13,1355      ,     ,Park                                    ,Ave       ,     ,Ste       ,C         ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,94501451155,Alameda                  ,06001,0600562,Alameda                                                     ,Pacific Time        ,08,37.763420   ,-122.242290 ,41860,Metropolitan Statistical Area      ,"San Francisco-Oakland-Hayward, CA                      ",36084,Metropolitan Statistical Area      ,"Oakland-Hayward-Berkeley, CA                           ",3005,428100,(916) 872-7542                ,Roseville                   ,CA,US,Pacific Time        ,08,916,872,7542,              ,                         ,     ,pyrozippo                ,com       ,Commercial                                        ,hotmail                                           ,pyrozippo@hotmail.com                                                      ,"AS01,AS23,ES01,GS05,NS01,NS05,NS06,PS02,PS07                                                        "
852 Mohn St    ,Harrisburg   ,pyrphoto@yahoo.com                         , Jeffrey Mitchell   ,9166747727  ,PA,17113          ,                    ,Jeffrey                            ,                    ,Mitchell                           ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Mitchell:                                ,852 Mohn St                                       ,                                                  ,                    ,               ,Harrisburg                         ,PA             ,17113     ,2076,525,               ,US        , ,    , ,                    ,S,Street                        , ,C008,Harrisburg   ,11,852       ,     ,Mohn                                    ,St        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,17113207652,Dauphin                  ,42043,4223704,Enhaut                                                      ,Eastern Time        ,05,40.235830   ,-76.824079  ,25420,Metropolitan Statistical Area      ,"Harrisburg-Carlisle, PA                                ",     ,                                   ,                                                       ,5033,022900,(916) 674-7727                ,Sloughhouse                 ,CA,US,Pacific Time        ,08,916,674,7727,              ,                         ,     ,pyrphoto                 ,com       ,Commercial                                        ,yahoo                                             ,pyrphoto@yahoo.com                                                         ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
764 Jolly Ave S,Clarkston    ,pyrpo@yahoo.com                            , melissa mitchell   ,9166747727  ,GA,30021          ,                    ,Melissa                            ,                    ,Mitchell                           ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Mitchell:                                ,764 Jolly Ave S                                   ,                                                  ,Apt N8              ,               ,Clarkston                          ,GA             ,30021     ,2161,482,               ,US        , ,    , ,                    ,H,Highrise                      , ,C003,Clarkston    ,04,764       ,     ,Jolly                                   ,Ave       ,S    ,Apt       ,N8        ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,30021216148,Dekalb                   ,13089,       ,                                                            ,Eastern Time        ,05,33.799783   ,-84.241669  ,12060,Metropolitan Statistical Area      ,"Atlanta-Sandy Springs-Roswell, GA                      ",     ,                                   ,                                                       ,2005,022008,(916) 674-7727                ,Sloughhouse                 ,CA,US,Pacific Time        ,08,916,674,7727,              ,                         ,     ,pyrpo                    ,com       ,Commercial                                        ,yahoo                                             ,pyrpo@yahoo.com                                                            ,"AS01,ES01,GS06,NS01,NS05,NS06,PS02,PS08                                                             "
3 N St Nw      ,Washington   ,pyrr000187@yahoo.com                       , marcy brunelle     ,5038676444  ,DC,20001          ,                    ,Marcy                              ,                    ,Brunelle                           ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Brunelle:                                ,3 N St NW                                         ,                                                  ,                    ,               ,Washington                         ,DC             ,20001     ,1254,032,               ,US        , ,    , ,                    ,S,Street                        , ,C039,Washington   ,01,3         ,     ,N                                       ,St        ,NW   ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,20001125403,District Of Columbia     ,11001,1150000,Washington                                                  ,Eastern Time        ,05,38.907470   ,-77.009720  ,47900,Metropolitan Statistical Area      ,"Washington-Arlington-Alexandria, DC-VA-MD-WV           ",47894,Metropolitan Statistical Area      ,"Washington-Arlington-Alexandria, DC-VA-MD-WV           ",1004,004600,(503) 867-6444                ,Portland                    ,OR,US,Pacific Time        ,08,503,867,6444,              ,                         ,     ,pyrr000187               ,com       ,Commercial                                        ,yahoo                                             ,pyrr000187@yahoo.com                                                       ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS07                                                             "
3214 Cheryl Ct ,Columbus     ,pyrr666@totcon.com                         , mary foster        ,5038189444  ,OH,43219          ,                    ,Mary                               ,                    ,Foster                             ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Foster:                                  ,3214 Cheryl Ct                                    ,                                                  ,                    ,               ,Columbus                           ,OH             ,43219     ,3237,141,               ,US        , ,    , ,                    ,S,Street                        , ,C013,Columbus     ,03,3214      ,     ,Cheryl                                  ,Ct        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,43219323714,Franklin                 ,39049,3918000,Columbus                                                    ,Eastern Time        ,05,40.022210   ,-82.924470  ,18140,Metropolitan Statistical Area      ,"Columbus, OH                                           ",     ,                                   ,                                                       ,2016,007551,(503) 818-9444                ,Portland                    ,OR,US,Pacific Time        ,08,503,818,9444,              ,                         ,     ,pyrr666                  ,com       ,Commercial                                        ,totcon                                            ,pyrr666@totcon.com                                                         ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
2593 Creek Stat,Buford       ,pyrrha_x@yahoo.com                         , Mary Brown         ,9162225587  ,GA,30519          ,                    ,Mary                               ,                    ,Brown                              ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Brown:                                   ,2593 Creek Station Dr                             ,                                                  ,                    ,               ,Buford                             ,GA             ,30519     ,4189,938,               ,US        , ,    , ,                    ,S,Street                        , ,R009,Buford       ,07,2593      ,     ,Creek Station                           ,Dr        ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,30519418993,Gwinnett                 ,13135,       ,                                                            ,Eastern Time        ,05,34.074212   ,-83.930353  ,12060,Metropolitan Statistical Area      ,"Atlanta-Sandy Springs-Roswell, GA                      ",     ,                                   ,                                                       ,2017,050606,(916) 222-5587                ,Sloughhouse                 ,CA,US,Pacific Time        ,08,916,222,5587,              ,                         ,     ,pyrrha_x                 ,com       ,Commercial                                        ,yahoo                                             ,pyrrha_x@yahoo.com                                                         ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
677 Skinnersvil,Buffalo      ,pyrrhas2@yahoo.com                         , dash               ,9162225587  ,NY,14228          ,                    ,                                   ,                    ,Dash                               ,                    ,U,                    ,                                   ,                    ,                                   ,                    , ,Dear Valued Customer:                             ,677 Skinnersville Rd                              ,                                                  ,Apt 15              ,               ,Buffalo                            ,NY             ,14228     ,2539,158,               ,US        , ,    , ,                    ,H,Highrise                      , ,C060,Buffalo      ,26,677       ,     ,Skinnersville                           ,Rd        ,     ,Apt       ,15        ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,14228253915,Erie                     ,36029,       ,                                                            ,Eastern Time        ,05,43.012486   ,-78.798289  ,15380,Metropolitan Statistical Area      ,"Buffalo-Cheektowaga-Niagara Falls, NY                  ",     ,                                   ,                                                       ,1008,009115,(916) 222-5587                ,Sloughhouse                 ,CA,US,Pacific Time        ,08,916,222,5587,              ,                         ,     ,pyrrhas2                 ,com       ,Commercial                                        ,yahoo                                             ,pyrrhas2@yahoo.com                                                         ,"AS01,ES01,GS06,NS01,NS06,PS02,PS08                                                                  "
1441 11Th Ave N,Fargo        ,pyrrhicpk@yahoo.com                        , Mike Watson        ,9169410462  ,ND,58102          ,                    ,Mike                               ,                    ,Watson                             ,                    ,M,                    ,                                   ,                    ,                                   ,                    , ,Dear Mr. Watson:                                  ,1441 11th St N                                    ,                                                  ,Apt 7               ,               ,Fargo                              ,ND             ,58102     ,2527,413,               ,US        , ,    , ,                    ,S,Street                        , ,C085,Fargo        ,01,1441      ,     ,11th                                    ,St        ,N    ,Apt       ,7         ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,58102252741,Cass                     ,38017,3825700,Fargo                                                       ,Central Time        ,06,46.896730   ,-96.794638  ,22020,Metropolitan Statistical Area      ,"Fargo, ND-MN                                           ",     ,                                   ,                                                       ,2023,000400,(916) 941-0462                ,El Dorado Hills             ,CA,US,Pacific Time        ,08,916,941,0462,              ,                         ,     ,pyrrhicpk                ,com       ,Commercial                                        ,yahoo                                             ,pyrrhicpk@yahoo.com                                                        ,"AC11,AS01,AS23,ES01,GS05,NS01,NS05,NS06,PS02,PS07                                                   "
102 Westwood Dr,Lafayette    ,pyrrhonist@yahoo.com                       , stephanie mcentyre ,9169410462  ,LA,70506          ,                    ,Stephanie                          ,                    ,McEntyre                           ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. McEntyre:                                ,102 Westwood Dr                                   ,                                                  ,Apt 335             ,               ,Lafayette                          ,LA             ,70506     ,4050,850,               ,US        , ,    , ,                    ,H,Highrise                      , ,C031,Lafayette    ,03,102       ,     ,Westwood                                ,Dr        ,     ,Apt       ,335       ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,70506405085,Lafayette                ,22055,2240735,Lafayette                                                   ,Central Time        ,06,30.211100   ,-92.051170  ,29180,Metropolitan Statistical Area      ,"Lafayette, LA                                          ",     ,                                   ,                                                       ,2000,000604,(916) 941-0462                ,El Dorado Hills             ,CA,US,Pacific Time        ,08,916,941,0462,              ,                         ,     ,pyrrhonist               ,com       ,Commercial                                        ,yahoo                                             ,pyrrhonist@yahoo.com                                                       ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS07                                                             "
860 Gable Gate ,Roswell      ,pyrrhos1@lycos.com                         , eunice joy donnelly,8083358500  ,GA,30076          ,                    ,Eunice                             ,Joy                 ,Donnelly                           ,                    ,F,                    ,                                   ,                    ,                                   ,                    , ,Dear Ms. Donnelly:                                ,860 Gable Gate Turn                               ,                                                  ,                    ,               ,Roswell                            ,GA             ,30076     ,1128,606,               ,US        , ,    , ,                    ,S,Street                        , ,C045,Roswell      ,06,860       ,     ,Gable Gate Turn                         ,          ,     ,          ,          ,          ,          ,                    ,                    ,                    ,                              ,                         ,     ,                    ,  ,30076112860,Fulton                   ,13121,1367284,Roswell                                                     ,Eastern Time        ,05,34.065612   ,-84.335237  ,12060,Metropolitan Statistical Area      ,"Atlanta-Sandy Springs-Roswell, GA                      ",     ,                                   ,                                                       ,1018,011416,(808) 335-8500                ,Kalaheo                     ,HI,US,Hawaii Time         ,10,808,335,8500,              ,                         ,     ,pyrrhos1                 ,com       ,Commercial                                        ,lycos                                             ,pyrrhos1@lycos.com                                                         ,"AS01,ES01,GS05,NS01,NS05,NS06,PS02,PS08                                                             "
